username,komentar,waktu,varian
Y***i,"Barang datang, cek ok sesuai deskripsi. Coba pakai, blm 5 menit ngepel, putus sambungan pel dan gagagnya. Kyk gini bisa ditukar?",Lebih dari 1 tahun lalu,Varian: Hijau
Felicia,Pengiriman cepat,Lebih dari 1 tahun lalu,Varian: Beige
Sukiman,"Udah dicoba dan barangnya bagus , mudah2an bertahan lama . Bagian cuci bersih , bagian keringin lsg kering jg , sisah basah dikit jadi bagus untuk lantai kayu .",Lebih dari 1 tahun lalu,Varian: Beige
Erni,Bgian pengering sulit dipakai,Lebih dari 1 tahun lalu,Varian: Hijau
Ronald,Mayan lah buat haga Segini mah ga bayak yang di harapkan,Lebih dari 1 tahun lalu,Varian: Beige
Alvin,"Barang bagus, cuma kurang lebar Terima kasih toped",Lebih dari 1 tahun lalu,Varian: Beige
Rian,"Bagus pelnya, puas n rekomen beli disini, sukses trus",Lebih dari 1 tahun lalu,Varian: Hijau
s***r,praktis enteng gak susah harus meres,Lebih dari 1 tahun lalu,Varian: Beige
Luciana,"Paket rapi, produk sesuai sama gambar.",Lebih dari 1 tahun lalu,Varian: Hijau
Paramita,Sesuai deskripsi Dan harga,Lebih dari 1 tahun lalu,Varian: Beige
Yanadia,Packing rapi. Dan Barang yg di pesan sesuai..thx,Lebih dari 1 tahun lalu,Varian: Beige
Jaya,👍👍👍👍👍👍👍👍👍👍,Lebih dari 1 tahun lalu,Varian: Beige
B***y,Mop tdk bisa masuk,Lebih dari 1 tahun lalu,Varian: Beige
Dani,"Barang sampai tepat waktu,aman & rapi #ReviewByMe",Lebih dari 1 tahun lalu,Varian: Beige
Isyana,Barang sesuai Pesanan. Recommended,Lebih dari 1 tahun lalu,Varian: Beige
Meilvanny,lumayan,Lebih dari 1 tahun lalu,Varian: Hijau
Endy,"Barang bagus, cepat sampai",Lebih dari 1 tahun lalu,Varian: Beige
Liana,"build quality tidak baik, tekhusus embernya.",Lebih dari 1 tahun lalu,Varian: Beige
Ilham,"Warbiazah, pengiriman regular rasa express. Udah pernah beli pel kyk gini beberapa kali, kyknya yg ini kepala pelnya lebih awet dari yg besar (punya gw umur 4 bulan udah... ",Lebih dari 1 tahun lalu,Varian: Beige
Tigor,Belanja yg kesekian.. selalu puas dg respons yg cepat dan ramah dari seller... terima kasih.. semoga makin sukses yaa...,Lebih dari 1 tahun lalu,Varian: Beige
R,Praktis,Lebih dari 1 tahun lalu,Varian: Beige
A***s,Lumayan,Lebih dari 1 tahun lalu,Varian: Beige
Yudistira,"B aja sih, kirain diskon dgn harga segiru. Tp ya hasilnya memang berbanding lurus dgn fasilitas harga diskon.",Lebih dari 1 tahun lalu,Varian: Beige
Kristianingsih,"Bagus banget saya suka, dan pengiriman ya cepat",Lebih dari 1 tahun lalu,Varian: Beige
Retno,Thaqzz.....,Lebih dari 1 tahun lalu,Varian: Beige
Yati,"sukaaa bangeeet ni pel, enteeng jd sukaa ngepeel dehhhh, dikit2 pel lantaaai , itu alat pel masuk ke dlm ember, pelaaan2 jgn pk tenaga kudaa dorongnyaaaa hehehehehehe mak... ",Lebih dari 1 tahun lalu,Varian: Beige
Tuah,suka copot kainnya,Lebih dari 1 tahun lalu,Varian: Beige
g***p,keren... kain microfibernya bagus dan nyerap... kalo bisa mau order lagi kainnya,Lebih dari 1 tahun lalu,Varian: Beige
gibran,Sesuai pesanan....terimakasih,Lebih dari 1 tahun lalu,Varian: Beige
D***n,Barang bagus,Lebih dari 1 tahun lalu,Varian: Beige
Masri,Mantap,Lebih dari 1 tahun lalu,Varian: Beige
m***i,Barang sesuai dengan yang diharapkan,Lebih dari 1 tahun lalu,Varian: Beige
Ariyanani,,Lebih dari 1 tahun lalu,Varian: Beige
R***d,,Lebih dari 1 tahun lalu,
Benilda,Real pic... good product,Lebih dari 1 tahun lalu,Varian: Beige
muryadi,"Respon cepat , packing rapi",Lebih dari 1 tahun lalu,Varian: Beige
dwi,Mengepel jd lebih mudah 🤩,Lebih dari 1 tahun lalu,Varian: Hijau
Ranto,Mantap,Lebih dari 1 tahun lalu,Varian: Hijau
a***a,Good,Lebih dari 1 tahun lalu,Varian: Beige
bella,"Barang Datang tapi Ga ada gagang pel nya?!!! Trs Gimana mau digunakan??????? Saya masihhh menunggu niat baik penjual utk dikirim kembali kekurangan nya,, setiap ditanya... ",Lebih dari 1 tahun lalu,Varian: Hijau
Andi,Produk sudah sampai thx seller,Lebih dari 1 tahun lalu,Varian: Hijau
A***o,"Pengiriman payah, minta1 hari sampai malah 3 hari, sellernya pun gk kurang ramah, barangya ok",Lebih dari 1 tahun lalu,Varian: Hijau
M***d,"Jelek sangat produknya, buat kalian yang mau beli pikir” dulu!!!!",Lebih dari 1 tahun lalu,Varian: Beige
i,Bersih dan praktis,Lebih dari 1 tahun lalu,Varian: Hijau
mutiara,"Langsung pakai,puas",Lebih dari 1 tahun lalu,Varian: Hijau
M***y,Model brg sesuai pic.. Cuma ternyata sizenya kcl..,Lebih dari 1 tahun lalu,Varian: Hijau
Abdi,Bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Y***A,"Pengiriman lama, tongkat pelnya tidak ada.",Lebih dari 1 tahun lalu,Varian: Hijau
Hairul,Good,Lebih dari 1 tahun lalu,Varian: Hijau
Adji,Bagus dan bermanfaat barangnya,Lebih dari 1 tahun lalu,Varian: Hijau
Tanti,Semoga awet yaa,Lebih dari 1 tahun lalu,Varian: Hijau
Brian,"Kadang nyangkut di ember nya, meskipun kait sudah di kaitkan... Hadeh",Lebih dari 1 tahun lalu,Varian: Hijau
Triandi,Sesuai harga mantaps,Lebih dari 1 tahun lalu,Varian: Hijau
Okky,Sesuai dengan gambar.bagus,Lebih dari 1 tahun lalu,Varian: Hijau
BPrastawa,Belum dicoba,Lebih dari 1 tahun lalu,Varian: Hijau
R***o,"Barang nya ok, mudah dan enteng digunakannya. Ukuran baknya mungil ringkes nyimpen nya. Sayang ada keterlambatan pickup barang nya jadi sampainya lama.",Lebih dari 1 tahun lalu,Varian: Hijau
Kristison,"Great product. Langsung dicoba dan sukses sesuai demo produknya. Bahan ringan, flexible, lantai kering dan bersih seketika.",Lebih dari 1 tahun lalu,Varian: Hijau
Yudhi,Mantab...tp blm coba...moga awet..😆,Lebih dari 1 tahun lalu,Varian: Hijau
Farid,"Material plastiknya parah, tapi works, dan jangan harap awet.",Lebih dari 1 tahun lalu,Varian: Hijau
T***o,Barang sudah sampai..sesuai dengan deskripsi..barang original..mudah2 awet barang nya 👌,Lebih dari 1 tahun lalu,Varian: Hijau
Dian,"Ternyata kecil sekali embernya, seperti mainan anak2. Tidak seperti yg di bayangkan sih... semoga awet deh ya",Lebih dari 1 tahun lalu,Varian: Hijau
Roza,"Lap menyerap dgn cepat, tutup embernya kencang, sesuai fungsinya.",Lebih dari 1 tahun lalu,Varian: Beige
J***a,,Lebih dari 1 tahun lalu,Varian: Hijau
Lily,Barang sdh d terima dg baik..kualitas brg kurang memuaskan..ya..sesuai harga,Lebih dari 1 tahun lalu,Varian: Hijau
Joni,"Pengiriman lama sekali, barang bagus",Lebih dari 1 tahun lalu,Varian: Hijau
Angela,"Udah sampe langsung dicoba sama mama saya bagus,mama saya suka",Lebih dari 1 tahun lalu,Varian: Hijau
Agus,Bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Sahsa,Bagus semoga lebih mudah dalam bersih bersih rumah,Lebih dari 1 tahun lalu,Varian: Beige
L***q,"Overall Ok yah.. Alat berfungsi dengan baik... Tapi rada kecewa sama kondisi barangnya... Banyak lecet-lecet kecil dan bercak-bercak putih, ga sebagus dan semulus di foto... ",Lebih dari 1 tahun lalu,Varian: Hijau
R***d,"Pengiriman sangat lama, di chat juga auto reply mulu (>1 minggu pengiriman) padahal sama2 jabodetabek..",Lebih dari 1 tahun lalu,Varian: Hijau
G***n,Produk sesuai deskripsi. Terima kasih.,Lebih dari 1 tahun lalu,Varian: Beige
Wirza,Barang sesuai harga nggak jelek nggak bagus,Lebih dari 1 tahun lalu,Varian: Beige
Ricky,mantap pengiriman cepat!!,Lebih dari 1 tahun lalu,Varian: Beige
Elis,Ternyata kecil ya..cocok unt rumah kecil..tutup embernya ga bisa kenceng.jd hrs di pegangin..,Lebih dari 1 tahun lalu,Varian: Hijau
Budi,"Overall kualitas barangnya baik, Ok. Difungsikan sebagai sapu, hasilnya baik, namun apabila digunakan sebagai alat pel lantai (granit) hasil pengeringannya kurang maksim... ",Lebih dari 1 tahun lalu,Varian: Hijau
A***p,"Product bagus, imut, kalo bisa segera disediakan stock refile pad/lap pel nya",Lebih dari 1 tahun lalu,Varian: Hijau
L***a,"Ok nihh, sesuai deskripsi, semoga awettt",Lebih dari 1 tahun lalu,Varian: Beige
N***t,"Barang bagus..cuma kecil, tapi pas untuk pemakaian sehari2..",Lebih dari 1 tahun lalu,Varian: Hijau
e***a,Barangnya kecil banget trus kalau lg pel di tampungan keringin nya jd ada airnya jd basah kain nya,Lebih dari 1 tahun lalu,Varian: Hijau
Deela,yg ini agak susah dan tajem untuk masuk di washnya tp okok ajlaa,Lebih dari 1 tahun lalu,Varian: Hijau
Nurhadi,Sesuai foto....,Lebih dari 1 tahun lalu,Varian: Hijau
amalia,Agak susah utk keluar masuk kain pel ny ke dlm ember..hrs di bantu pegang dengan kaki supaya tdk ketarik.,Lebih dari 1 tahun lalu,Varian: Hijau
D***n,"Terima kasih...barangnya tlh diterima dlm keadaan baik, berfungsi dengan baik n dpt harga yg baik (lg disc besar😁)",Lebih dari 1 tahun lalu,Varian: Hijau
N***i,Barang bagus,Lebih dari 1 tahun lalu,Varian: Beige
D***i,"Produk sampai dengan aman, gak ada yang rusak. Sesuai display & pesanan. Semoga kedepannya jual kain pel microfibernya juga secara terpisah. Trims ^^",Lebih dari 1 tahun lalu,Varian: Hijau
t***a,"ember cucinya praktis dan mudah diunakan. sayangnya batang pel ringkih dan ngga mantep... terus karena bagian pel-nya tipis, suka lari-lari dan bisa miring-miring sendiri... ",Lebih dari 1 tahun lalu,Varian: Hijau
Aries,Brg udh sampe. Walopun ada item yg tertinggal tp penjual kirim susul yg ketinggalan. Reapon ckup bagus,Lebih dari 1 tahun lalu,Varian: Beige
Asep,"Barangnya sesuai dengan pesanan, packaging rapi tapi belum dicoba semoga berfungsi baik, terima kasih buat seller sukses terus.",Lebih dari 1 tahun lalu,Varian: Hijau
Elyasin,Produk ok,Lebih dari 1 tahun lalu,Varian: Hijau
P***i,Barang bagus...sesuai pesanan...proses pengirimannya saja agak lama...overall ok,Lebih dari 1 tahun lalu,Varian: Beige
i***a,Bagus,Lebih dari 1 tahun lalu,Varian: Hijau
DiAn,Sesuai gambar.mantul.....makasih y,Lebih dari 1 tahun lalu,Varian: Hijau
Sri,Practical,Lebih dari 1 tahun lalu,Varian: Hijau
Satria,"Di deskripsi ditulis ada pembuangan air, ternyata ga ada, ember tidak rata jadi sedikit goyang waktu dipakai",Lebih dari 1 tahun lalu,Varian: Hijau
Alvin,"Bagus, praktis, ringan gagangnya ga bikin pegel,gamp ang pakainya, penyimpanan mudah krn barangnya slim",Lebih dari 1 tahun lalu,Varian: Beige
d***h,"Tongkatnya bagus, namun bag.perekat kainnya hanya 1 sisi yg terkunci jadi saat memeras suka kesangkut Ember mungil, ringan sih. Sayang gada saluran pembuangan air dibawa... ",Lebih dari 1 tahun lalu,Varian: Beige
Ika,Barang sampai dg selamat tp sayang embernya g ada lubang bagian bawah yg buat buang airnya bintang 3 aja y,Lebih dari 1 tahun lalu,Varian: Hijau
Beny,"Barang nya imut , unik , tp Memudahkan sy nge pel",Lebih dari 1 tahun lalu,Varian: Beige
Irma,Pengiriman sesuai jadwal. Harga bersahabat. Barang OK. Nice.,Lebih dari 1 tahun lalu,Varian: Beige
A***a,Sesuai foto dan deskripsi.. makasih...,Lebih dari 1 tahun lalu,Varian: Hijau
K***i,puas lah.. Nice product. Will combe back again,Lebih dari 1 tahun lalu,Varian: Beige
novny,BIBIT........BEBET........ .BOBOT..........POKOKE TOP MARKOTOB LHA.....,Lebih dari 1 tahun lalu,Varian: Hijau
ARIE,Mantap dan barang sesuai pesanan,Lebih dari 1 tahun lalu,Varian: Hijau
O***y,"Pesan hari ini besok sampai, mantappppp",Lebih dari 1 tahun lalu,Varian: Beige
Dayomi,"saat alat pel masuk ke bagian nguras, selalu ketarik. entar qc yg jelek atau emang barang nya begitu.,",Lebih dari 1 tahun lalu,Varian: Hijau
Niko,Ukuran embernya ternyata lebih kecil dari yg saya bayangkan. Di descripsi nya ada sLuran utk mengeluarkan air kotor tapi ternyata ga ada di produk. Jadi harus dibuang ma... ,Lebih dari 1 tahun lalu,Varian: Beige
Silvi,Kereennn .... Lgs dipakai ... Jd senang bersih2 wlpn suka macet ternyata blom nemu celahnya pas udh nemu caranya gampang ternyata ... Bessttt,Lebih dari 1 tahun lalu,Varian: Hijau
Dha,Barangnya oke dan seller fast respon,Lebih dari 1 tahun lalu,Varian: Hijau
ahmad,Produk bangus dan berguna sekali,Lebih dari 1 tahun lalu,Varian: Hijau
Rangga,Barang sesuai,Lebih dari 1 tahun lalu,Varian: Hijau
H***i,Produk ok sesuai gambar ok deh,Lebih dari 1 tahun lalu,Varian: Beige
Winarti,cepat prosesnya pengirimannya sangat2 memuaskan.... thanks yaaaa,Lebih dari 1 tahun lalu,Varian: Hijau
Masedy,Barangnya mungil unyu unyu.,Lebih dari 1 tahun lalu,Varian: Beige
S***t,"Sy sih suka ya, praktis gk repot bawanya trs bisa ngepel dan nyapu d waktu yg bersamaan 😄",Lebih dari 1 tahun lalu,Varian: Beige
A***r,Kecewa barangnya kecil kayak mainan,Lebih dari 1 tahun lalu,Varian: Hijau
IMA,"barang sesuai orderan. berfungsi dgn baik. cm diperhatikan di berat barang. ditulis 3kg, kenyataan berat fisik cm 1,2 kg. jadi rugi diongkos kirim. walaupun sudah bebas o... ",Lebih dari 1 tahun lalu,Varian: Beige
s***g,"Barang tiba tanpa cacat, walau dikirim tanpa packing tambahan (kardus ataupun bubble). Thank you",Lebih dari 1 tahun lalu,Varian: Hijau
A***i,"Packing rapih, seller juga cepat melayani, produk terlihat lbh kecil dr gambar, tapi puas dalam penggunaan alat pel nya",Lebih dari 1 tahun lalu,Varian: Hijau
Heru,*****,Lebih dari 1 tahun lalu,Varian: Hijau
L***g,"barang nya mungil dan kecil, warna nya jg lucu. tp blom di coba. semoga bisa di pakai. lumayan gak ada pembantu jd ngepel sendiri",Lebih dari 1 tahun lalu,Varian: Beige
Hezkie,Barang nya ternyata mungil. Unyu unyu gituh loh.,Lebih dari 1 tahun lalu,Varian: Hijau
Salamet,B aja,Lebih dari 1 tahun lalu,Varian: Beige
ibrahim,Barang TIDAK SESUAI deskripsi.... krn TIDAK ADA LUBANG PEMBUANGAN air.. tp overall bisa berfungsi baik,Lebih dari 1 tahun lalu,Varian: Hijau
Anna,Hi. Kita suka. Cuma 2 bh tutup kecil u buka tutup masuknya mop k ember tdk ada ...😔,Lebih dari 1 tahun lalu,Varian: Hijau
Jeffrey,Mantab,Lebih dari 1 tahun lalu,Varian: Beige
Dini,Makasih,Lebih dari 1 tahun lalu,Varian: Hijau
gsy,Barang bagus. Sesuai pesanan.,Lebih dari 1 tahun lalu,Varian: Hijau
E***a,"ya bagus, udah sebulan belum rusak, dipakai seminggu sekali karena malas padahal lantai udah kotor karena kaki anjing di musim hujan, malas mengalahkan segalanya..",Lebih dari 1 tahun lalu,Varian: Hijau
R***o,Ok ok,Lebih dari 1 tahun lalu,Varian: Beige
Saharudin,Kualitas sambungan tongkat dan mop ringkih. Semoga awet,Lebih dari 1 tahun lalu,Varian: Hijau
Tintriansa,Toooppp,Lebih dari 1 tahun lalu,Varian: Hijau
T***y,"Puas, sesuai dengan deskripsi, sekarang ngepel makin mudah",Lebih dari 1 tahun lalu,Varian: Hijau
Tania,mantap.... puas,Lebih dari 1 tahun lalu,Varian: Beige
Hidayatullah,,Lebih dari 1 tahun lalu,
G***h,Barangnnya bagus. Cumi mini aja embernya imut” gemes,Lebih dari 1 tahun lalu,Varian: Beige
Anwar,"Produk Barang udah smpai dan warna sesuai di pesan,, Packing barang hrus di tingkatin lagi,,.. terima ksih Toko GM Bear😁😁 terima ksih juga Tokopedia😁😁",Lebih dari 1 tahun lalu,Varian: Beige
L***o,"Setelah dicoba, wah pel paling favorite, sangat membantu sekali, Bahan Ringan, mengepel jadi cepat dan mudah dibersihkan. GM Bear Terima kasih",Lebih dari 1 tahun lalu,Varian: Hijau
Muhamad,"Coba arah ketika wash dan dry nya bisa bulak balik pasti enak ,yg sebelahnya gak kena basah jadi kurang maksimal,tapi overall barang nya lumayan bagus,,",Lebih dari 1 tahun lalu,Varian: Beige
Rosinta,Setiap mau ngeringin ga bisa nyangkut terus walapun udah dipegangin,Lebih dari 1 tahun lalu,Varian: Hijau
Cucu,Barang sampai dengan selamat.. Semoga awet ya kakak..,Lebih dari 1 tahun lalu,Varian: Hijau
A***n,"Barang datang cepat. Warnanya cantik, Cuma ga ada buku petunjuknya..",Lebih dari 1 tahun lalu,Varian: Hijau
selly,"Barang sesuai ,terimakasih",Lebih dari 1 tahun lalu,Varian: Hijau
Aries,"Barang simple,bagus Ok, recommended",Lebih dari 1 tahun lalu,Varian: Hijau
ACHMAD,"fast respon, brg bagus, dpt harga murah lg...makasiiii",Lebih dari 1 tahun lalu,Varian: Beige
UlFa,"Mantul, paket cepat sampenya, barangnya ok 👍",Lebih dari 1 tahun lalu,Varian: Beige
Fiona,Barang bagus udah dicoba,Lebih dari 1 tahun lalu,Varian: Beige
Sigit,Ternyata alatnya/embernya miniiii banget hehe gak cocok harga 99ribu apalagi harga normal 300ribu...kemakan iklan,Lebih dari 1 tahun lalu,Varian: Hijau
Ellyna,"Barang bagus, praktis dan sangat membantu... harga sangat terjangkau So tangan TDK pakai nguras pel lagi...",Lebih dari 1 tahun lalu,Varian: Hijau
Jabal,Barang bagus respon cepat...,Lebih dari 1 tahun lalu,Varian: Hijau
yasmine,Barang ok.,Lebih dari 1 tahun lalu,Varian: Hijau
Munir,Sip mantap,Lebih dari 1 tahun lalu,Varian: Hijau
Bobby,Produk mantab.... seller jg fast respon... thanks,Lebih dari 1 tahun lalu,Varian: Beige
Angga,Kurang bagus karena ga bisa untuk kemeras kain pel,Lebih dari 1 tahun lalu,Varian: Hijau
Floren,Penguriman Cepat Harga bersaing kualitas sesuai harga.....Recomended seller,Lebih dari 1 tahun lalu,Varian: Hijau
agus,Sejauh ini puas. Walaupun pesen yg beige datang yg green,Lebih dari 1 tahun lalu,Varian: Beige
N***i,Barang sangat baik dan respon cepat,Lebih dari 1 tahun lalu,
Ferdian,"Sesuai harapan saya, terima kasih. Berfungsi dengan baik. Untuk kain pel ya, kalau saya membutuhkan, apakah dijual lepas?",Lebih dari 1 tahun lalu,
Samuel,Barang berfungsi dgn baik,Lebih dari 1 tahun lalu,
Herlita,Ok,Lebih dari 1 tahun lalu,
KIKY,"Alat sudah dipakai dan hasilny memuaskan, semoga awet",Lebih dari 1 tahun lalu,
Yogi,"Ini yg ke 2 beli produk yg sama,sangat menyenangkan , sukses selalu,thx",Lebih dari 1 tahun lalu,
Supiatin,Pengiriman cepat sampai,Lebih dari 1 tahun lalu,
Michael,Harga ekonomis sesuai qualitasnya,Lebih dari 1 tahun lalu,
KIKY,Top quality respon cepat recommended seller,Lebih dari 1 tahun lalu,
Ali,Mantab ini... recommended,Lebih dari 1 tahun lalu,
Angga,Bagus barangnya udah dicoba,Lebih dari 1 tahun lalu,
Wahyoes,"Alhamdulillaah sudah keterima barang pesanan nyaa...semoga berfungsi baik yaa, barang sesuai pesanan",Lebih dari 1 tahun lalu,
M***a,Pembelian ke 2. Puas banget pokoknya mantul. Terus pertahankan mutu dan pelayanan mu 👍,Lebih dari 1 tahun lalu,
Rina,Saya kira ukuranya besar taunya kecil,Lebih dari 1 tahun lalu,
Rifqi,Barang sampai dengan baik. Terima kasih,Lebih dari 1 tahun lalu,
Rano,"Lumayan, sesuai",Lebih dari 1 tahun lalu,
A,Barang sesuai deskripsi.tp ada kendala di box untuk pembilasan.lap pelnya suka nyangkut.,Lebih dari 1 tahun lalu,
Wawan,Terima kasih,Lebih dari 1 tahun lalu,
adnan,"Mantep banget, ember ramping ga makan tempat. Joss",Lebih dari 1 tahun lalu,
Devin,"Sangat puas dengan barangnya, ngepelnya jadi lebih bersih dan praktis, harganya juga relatif murah jika di bandingkan dengan produk serupa di supermarket",Lebih dari 1 tahun lalu,
Han,Bagus coy,Lebih dari 1 tahun lalu,
K***N,"Mantebs, oke, good 👍🏽",Lebih dari 1 tahun lalu,
Slamet,Barang lumayan bgs saya puas,Lebih dari 1 tahun lalu,
Eti,Mantapp,Lebih dari 1 tahun lalu,
Adrianus,"Sangat cocok untuk membantu pekerjaan mandiri bersih bersih rumah, sangat bagus sesuai keinginan",Lebih dari 1 tahun lalu,
Hadi,"Fakta Respon, Pengiriman Cepat barang Sesuai, Thanks.",Lebih dari 1 tahun lalu,
Ijul,"Produk bagus, pengiriman cepat, recomended seller",Lebih dari 1 tahun lalu,
Lidya,Mantab,Lebih dari 1 tahun lalu,
Dody,,Lebih dari 1 tahun lalu,
A***s,Cepattt san lumayan,Lebih dari 1 tahun lalu,
Junaidi,"Ember nya ternyata kecil banget, cuma bisa buat pel ruangan kecil",Lebih dari 1 tahun lalu,
Ridha,"Barang sesuai harga,puas lah..mksh..berfungsi semua dg baik",Lebih dari 1 tahun lalu,
F***o,Barang datengnya lama padahal same day dan pesan dari pagi,Lebih dari 1 tahun lalu,
Dina,SUPER DUPER CEPET BANGET PENGIRIMAN NYA 💕💕🌹🌹,Lebih dari 1 tahun lalu,
Framadhana,Mantaappp,Lebih dari 1 tahun lalu,
asraruddin,Barang bagus..enak buat pel,Lebih dari 1 tahun lalu,
Fajar,Baranh sesuai pesanan...,Lebih dari 1 tahun lalu,
Toke,"Pengiriman cepat, responsif, produk tidak berfungsi sesuai harapan.",Lebih dari 1 tahun lalu,
B***t,Barangnya seemua cepat sampai. Bagus mudah di gunakan.,Lebih dari 1 tahun lalu,
Any,"Beli yg k 2x nya.. Barang g mengecewakan.. Sesuai dengan deskripsi, penjualnya juga ramah.. Tks.",Lebih dari 1 tahun lalu,
Ely,"bagus bnget, mungil n murah udah dibuka cm ga dicoba soalnya buat kado thanks yah toko in yg jual pling murah dech n dpt diskon ongkir 20rb lmyan lah dr tokped",Lebih dari 1 tahun lalu,
Mima,Barang imut sekali...cepat banget kirimnya. Hny perlu bbrp jam sdh sampai. Tks,Lebih dari 1 tahun lalu,
Fera,"Barang sesuai deskripsi, tp kurang kokoh mudah2an ga cepet rusak.",Lebih dari 1 tahun lalu,
saly,"Sesuai dengan yg digambar, bagus, thanks gan!",Lebih dari 1 tahun lalu,
Ayiela,Super mantapzzzz n maknyosss euy.. #ReviewByMe,Lebih dari 1 tahun lalu,
muhammad,Bagus sih .. tapi embernya kecil.. imut..,Lebih dari 1 tahun lalu,
P***a,"Tidak sesuai pesanan krn Gagang tidak ada, lalu mengajukan komplain utk dikirimkan gagangnya dan response cepat. Dikirim gagangnya sesuai deskripsi. Next time mgkin bs do... ",Lebih dari 1 tahun lalu,
Rahima,"Produk bagus sesuai deskripsi.pengiriman cepat dan produk tiba dengan baik.sudah dicoba.tongkat pel ringan,tapi kokoh.ember kecil,tapi ok bgt, kain pel menyerap kotoran d... ",Lebih dari 1 tahun lalu,
FRISKA,Bagus..bisa menjangkau ke bawah kolong..praktis bgt..makasiiiiii,Lebih dari 1 tahun lalu,
Ciciek,"Respon penjual cepat.. Ramah, pengiriman juga cepat.. Barangnya sesuai dengan deskripsi. Tks",Lebih dari 1 tahun lalu,
Ely,Bagus bgt dengan harga semurah ini 👌🏼,Lebih dari 1 tahun lalu,
D***n,Good response dan semoga awet yah,Lebih dari 1 tahun lalu,
laymena,Sesuai dengan deskripsi penjual,Lebih dari 1 tahun lalu,
Indra,Barang bagus suka bgt,Lebih dari 1 tahun lalu,
Fitri,"Proses cepat, barang kualitas bagus. Sesuai. Thanks gan",Lebih dari 1 tahun lalu,
Agung,Respon cukup baik. Produk sesuai deskripsi.,Lebih dari 1 tahun lalu,
Ikeu,Mantap nih barang. Cocok utk rmh sy yg kecil.,Lebih dari 1 tahun lalu,
Veronika,Barang cepat sampai. Packing bagus. Embernya agak kecil gitu yah. Moga2 enak pakainya.,Lebih dari 1 tahun lalu,
Mariati,Cepet kering dan bisa menjangkau smpai ke kolong sofa. Embernga kecil yg ga ngabisin tempat penyimpanan. Bisa diselipin dmn aja.,Lebih dari 1 tahun lalu,
Sugih,"Sudah diterima, sesuai deskripsi",Lebih dari 1 tahun lalu,
Edy,Packing oke dan kualitas barang bagus. Terima kasih.,Lebih dari 1 tahun lalu,
D***g,Barang sampai.... Packing rapi... Semoga awet... Makasih,Lebih dari 1 tahun lalu,
indah,,Lebih dari 1 tahun lalu,
Ritawati,,Lebih dari 1 tahun lalu,
Ahyar,"Bagus barangnya, mdh2an awet",Lebih dari 1 tahun lalu,Varian: Hijau
Farid,perekatnya tidak lengkap,Lebih dari 1 tahun lalu,Varian: Hijau
Chairunnisa,"Beneran kering dong haha, keren",Lebih dari 1 tahun lalu,Varian: Beige
Nugroho,bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Djong,lumayan bagusbarangnya sesuai mengepel jadi lebih mudah .,Lebih dari 1 tahun lalu,Varian: Hijau
B***e,mantap,Lebih dari 1 tahun lalu,Varian: Beige
Glenardias,Pesanan sudah sampai dengan baik dan sesuai. Pertama kali belanja di toko ini. Produk bagus dan original. Packingan rapi dan aman. Seller responsif dan pengiriman pun cep... ,Lebih dari 1 tahun lalu,Varian: Beige
bydapurnona,ok,Lebih dari 1 tahun lalu,Varian: Beige
adilina,"ternyata ukuran kecil. beda dgn yg pertama beli. ngak ada lubang pembuangan air, spt nya lebih ok yg besar. repot bersihkan.",Lebih dari 1 tahun lalu,Varian: Hijau
Dina,respon bagus dan produk juga bagus,Lebih dari 1 tahun lalu,Varian: Hijau
W***o,Jadi praktis pokoknya dan istri senang,Lebih dari 1 tahun lalu,Varian: Hijau
M***U,"admin ramah dan responsif, barang oke, puas belanja disini.. sukses terus ya kak",Lebih dari 1 tahun lalu,Varian: Hijau
sri,"seler ramah , fast respon",Lebih dari 1 tahun lalu,Varian: Hijau
Narotama,sy tdk pernah menerima barangnya pdhal sy beli 2 set,Lebih dari 1 tahun lalu,Varian: Beige
Henny,mantap,Lebih dari 1 tahun lalu,Varian: Hijau
Frans,"belum di coba sih, tapi barang sampe dg selamat ga ada yg rusak, dikemas baik",Lebih dari 1 tahun lalu,Varian: Hijau
Viri,tidak berfungsi sebagaimana mestinya,Lebih dari 1 tahun lalu,Varian: Hijau
R***i,"barang sudah sampai sesuai pesanan. 1. building quality sesuai harga 2. kondisi baru bagus 3. alat peras bagus, tinggal dorong kebawah langsung kering. 4. fleksibel bisa... ",Lebih dari 1 tahun lalu,Varian: Beige
Triaji,Baguss,Lebih dari 1 tahun lalu,Varian: Hijau
Ditha,"Mantep, built quality bagus.",Lebih dari 1 tahun lalu,Varian: Beige
J***a,mantap barang nya dan promo nya trus barjaya seller nya..semoga sllu amanah,Lebih dari 1 tahun lalu,Varian: Hijau
Dhanang,keren keren,Lebih dari 1 tahun lalu,Varian: Beige
Andy,"pengiriman baik, packing baik, ngak ada yang kurang selain perekat pelnya. Baru kali ini dapat spt ini, sebelum2nya lengkap. Mengirim barang tanpa dicek terlebih dahulu.",Lebih dari 1 tahun lalu,Varian: Hijau
Yosua,mudah2an awet,Lebih dari 1 tahun lalu,Varian: Hijau
Meilana,sesuai pesanan,Lebih dari 1 tahun lalu,Varian: Hijau
