username,komentar,waktu,varian
Rachmat,"barang sesuai pesanan, tapi bautnya gak ada, dicari di dalem kardusnya juga ga ada baut, apa emng udah seperti iti kondisi dari sananya, cukup kecewa sih",Lebih dari 1 tahun lalu,Varian: Hijau
moh,barang sesuai deskripsi,Lebih dari 1 tahun lalu,Varian: Hijau
Yogi,pengiriman sempat tertunda krna pihak kurir. barang sesuai deskripsi dan sudah digunakan. alhamdulillaah oke...,Lebih dari 1 tahun lalu,Varian: Beige
A***s,barang pecah dan banyak bercak hitam,Lebih dari 1 tahun lalu,Varian: Hijau
P***i,"bagus cuman sedikit kekurangan, keratnya kurang sedikit kuat ke lap pelnya, cuman gpp sangat berguna banget, thx gm bear",Lebih dari 1 tahun lalu,Varian: Hijau
r***a,brg sampai cepat,Lebih dari 1 tahun lalu,Varian: Hijau
S***f,brg cepat dtg. murah meriah. walaupun kecil. teryt plastik yg segi empat kecil buat di bawah toh.,Lebih dari 1 tahun lalu,Varian: Beige
C***a,mantabb,Lebih dari 1 tahun lalu,Varian: Hijau
Mariati,Membantu dalam per pel’an yaa bun😬,Lebih dari 1 tahun lalu,Varian: Beige
M***a,"Worst ever, i have to wait for 1 week for re-send the rest of component, and the customer service 👎🏻👎🏻",Lebih dari 1 tahun lalu,Varian: Hijau
Agustini,respon cepat packing aman..semoga awet,Lebih dari 1 tahun lalu,Varian: Beige
Aditya,mungil cocok u pel d kmr,Lebih dari 1 tahun lalu,Varian: Hijau
Fadlly,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Lebih dari 1 tahun lalu,Varian: Hijau
Bambang,,Lebih dari 1 tahun lalu,Varian: Hijau
Meigi,,Lebih dari 1 tahun lalu,Varian: Beige
W***a,pengirimannya cepat...kemasannya pun aman👍👍,Lebih dari 1 tahun lalu,Varian: Beige
Yayan,"bahannya bagus, cuma pas masuk/luarin lap pel ke tempat cuci dan kering tetap harus dibantu manual sama tangan, mengurangi kepraktisan",Lebih dari 1 tahun lalu,Varian: Beige
Wida,"barang sampai tepat waktu, sesuai pesanan",Lebih dari 1 tahun lalu,Varian: Hijau
N***a,terimakasih untuk barang dan sgt membantu,Lebih dari 1 tahun lalu,Varian: Beige
gharini,"lagi promo langsung beli aja ga ngecek ukurannya, ternyata kecil",Lebih dari 1 tahun lalu,Varian: Beige
Irwan,"batangnya bagus, memudahkan kerja mengepel,semoga reseller tambah maju dan berjaya",Lebih dari 1 tahun lalu,Varian: Beige
dita,bagusss... semoga awett...,Lebih dari 1 tahun lalu,Varian: Hijau
Susanna,"ringkih,kain pel stuck pas mau diperas.pengiriman cepat.kain pelnyw sich cukup bagus.batangnya jg cukup kokoh.",Lebih dari 1 tahun lalu,Varian: Hijau
A***a,"puas banget, praktis, tinggal nyari aja rfillnya bisa beli dimana",Lebih dari 1 tahun lalu,Varian: Beige
Julham,barang ok,Lebih dari 1 tahun lalu,Varian: Beige
khalif,ternyata imut bener ukuranya...kirain gede...bgs buat anak kos,Lebih dari 1 tahun lalu,Varian: Beige
Florince,"saya kirain pel an nya besar ternyata kecil , tpi lumayan lah dengan harga segitu",Lebih dari 1 tahun lalu,Varian: Beige
Z***a,"cocok buat ngepel-ngepel cantik aja, bukan untuk pemakaian heavy duty.",Lebih dari 1 tahun lalu,Varian: Hijau
Chandra,ok mantap kali ini lebih kecil,Lebih dari 1 tahun lalu,Varian: Hijau
Narikun,"real pic, bahan plastik kokoh, klo dipakai ngepel lantai tambah kinclong",Lebih dari 1 tahun lalu,Varian: Hijau
Jeki,kurangnya hanya 1 yaitu membuat lantai menjadi tetap basah karena kurang menyerap,Lebih dari 1 tahun lalu,Varian: Hijau
Y***f,smoga awet... terima kasih yaaaa...,Lebih dari 1 tahun lalu,Varian: Hijau
windi,"Kualitas mantap, harga ekonomis. mantap!",Lebih dari 1 tahun lalu,Varian: Hijau
Felix,"baguan dry tdk bisa masuk, jd tdk berguna.",Lebih dari 1 tahun lalu,Varian: Beige
H***a,lumayan d harga sgtu,Lebih dari 1 tahun lalu,Varian: Hijau
Ryan,Produk berkualitas dengan harga dipangkas,Lebih dari 1 tahun lalu,Varian: Hijau
Dedy,fungsi.minusnya nga ada petunjuk cara pasang. pasang pelnya agak sulit buat ibu2...pasangnya liat gambar atas...,Lebih dari 1 tahun lalu,Varian: Hijau
C***a,itu tidak efisien seperti yang saya pikirkan,Lebih dari 1 tahun lalu,Varian: Hijau
Sarah,"Barang lumayan lah, buat harga nya bagus. Harga kan jg bukan mahal gmn ya.",Lebih dari 1 tahun lalu,Varian: Hijau
C***i,Bagus .. jadi semangat ngepel ... cepat pengirimannya .. terima kasih,Lebih dari 1 tahun lalu,Varian: Beige
l***h,paket udah di terima br coba pakai tp kenapa gratis lap pel nya hanya 1,Lebih dari 1 tahun lalu,Varian: Hijau
Sri,"respon seller mantap abiss.. pengiriman pertama ada parts yang kurang di bagian engsel bawah, langsung di kirim ulang bagian bawahnya. untuk penggunaan sebaiknya di bagi... ",Lebih dari 1 tahun lalu,Varian: Hijau
Bisono,"respon & pengiriman cepat, barang sesuai display, bagus dan langsung saya pergunakan unt pel lantai granit sangat bersih, kesat dan hasil mengkilap Semoga sll berkah",Lebih dari 1 tahun lalu,Varian: Hijau
RUDY,mantap,Lebih dari 1 tahun lalu,Varian: Beige
Nadiah,sukaaaa bangetttt.. knp br tau skrng kalo ada alat pel yg praktis.. ringan n mungil jd enak bt ngepel gak capek,Lebih dari 1 tahun lalu,Varian: Hijau
Yulia,Ok banget,Lebih dari 1 tahun lalu,Varian: Beige
Herdi,Barang ok. Puas banget,Lebih dari 1 tahun lalu,Varian: Hijau
Herdi,1. Packing keliatan seperti asal kemas 2. plastik pembungkus lubang (seperti digigit binatang) 3. plastik pembungkus hanya diikat biasa,Lebih dari 1 tahun lalu,Varian: Hijau
Honh,"buat pasang ngk ada bautnya jadi lepas , kurang lengkap aja",Lebih dari 1 tahun lalu,Varian: Hijau
Adryan,good job👍,Lebih dari 1 tahun lalu,Varian: Hijau
Mila,terasa ringan membersihan lantai semua rmh,Lebih dari 1 tahun lalu,Varian: Hijau
Suwena,baik,Lebih dari 1 tahun lalu,Varian: Hijau
Andri,barang bagus sesuai.,Lebih dari 1 tahun lalu,Varian: Hijau
W***n,"Barang sesuai, ada sparepart mop nya. Packing aman",Lebih dari 1 tahun lalu,Varian: Hijau
Fadhil,kecil. lumayan lah. beli jg warna satunya. biar beda.,Lebih dari 1 tahun lalu,Varian: Hijau
Mariati,kecil. tp lumayan lah,Lebih dari 1 tahun lalu,Varian: Hijau
Mariati,Barang sampai dengan baik.,Lebih dari 1 tahun lalu,Varian: Beige
Ronzzy,"mantap..seller fast respon, barang ga pake lama dikirim dan sampe.. kualitas barang sesuai dengan yang di jual .. thanks",Lebih dari 1 tahun lalu,Varian: Hijau
Ismail,"alat pel ini sangat membantu sekali,ini saya sdh beli yg ke2x, pengiriman nya juga cepat.thks seller&toped",Lebih dari 1 tahun lalu,Varian: Hijau
F***i,keren pesanan sesuai kwalitas mantab,Lebih dari 1 tahun lalu,Varian: Beige
Maxitano,praktis,Lebih dari 1 tahun lalu,Varian: Hijau
y***d,kualitas barang cukup ok,Lebih dari 1 tahun lalu,Varian: Beige
Rijal,"barangnya oke,membantu bgt buat ngepel apalagi yang disudut, sempet bingung sih, tp seller oke bgt di tanya2 juga fast respon,...",Lebih dari 1 tahun lalu,Varian: Hijau
Retno,produk bagus sdh beli yg kedua kali😊👍,Lebih dari 1 tahun lalu,Varian: Beige
Mila,,Lebih dari 1 tahun lalu,Varian: Hijau
Bali,belum sesuai yg dipikirkan,Lebih dari 1 tahun lalu,Varian: Hijau
A***s,pengiriman cepat barang sesuai description jooossss,Lebih dari 1 tahun lalu,Varian: Hijau
Vosi,ukuran minimalis lucu,Lebih dari 1 tahun lalu,Varian: Beige
L***w,"baru dibuka oke sih sesuai bagus lumayan lah ya .. tapi, ini bawahnya ada bolongan cuma ga ada baut atau apa buat sangkutin ganjelannya 🙃",Lebih dari 1 tahun lalu,Varian: Hijau
M***a,barang lengkap sy terimanya terimakasih ya 🙏🙏,Lebih dari 1 tahun lalu,Varian: Hijau
Steven,mantapp,Lebih dari 1 tahun lalu,Varian: Hijau
H,tidak ada manualnya,Lebih dari 1 tahun lalu,Varian: Hijau
R***a,"produk original, harga murah, kualitas oke, respon penjual dan pengiriman baik",Lebih dari 1 tahun lalu,Varian: Beige
Octrie,udah sampe. tp blm aq coba,Lebih dari 1 tahun lalu,Varian: Beige
Raka,"barang sdh sampai, cuma dimensinya agak kecil ya... tp ok lah...",Lebih dari 1 tahun lalu,Varian: Hijau
Velyo,"sampah..barang jelek, kasar dan tidak berfungsi dgn baik, toped kalo ga meninjau kembali bakalan rusak nama kalian sama toko ini",Lebih dari 1 tahun lalu,Varian: Hijau
Ruslan,cepat sampai barang sesuai pesanan.,Lebih dari 1 tahun lalu,Varian: Beige
N***i,Paket sudah sampai di tujuan dan packing sangat rapi thx reseller,Lebih dari 1 tahun lalu,Varian: Hijau
Fifi,gagang besi nya terlepas terus,Lebih dari 1 tahun lalu,Varian: Hijau
Dewi,semua ok,Lebih dari 1 tahun lalu,Varian: Hijau
Roy,"Material ok, cukup kokoh",Lebih dari 1 tahun lalu,Varian: Hijau
Iklie,cepet bgt nyampenya mantaaap 👍🏻,Lebih dari 1 tahun lalu,Varian: Beige
R***a,"bentuknya kecil dan proses pemerasan pel nya ga terlalu bagus, ga kering bgt dan seret. ada harga ada rupa",Lebih dari 1 tahun lalu,Varian: Beige
Albert,"pasangnya jgn lupa masukin ke pengait.. kalo ga dimasukin, ga bakal bisa kepake.. barang mantap",Lebih dari 1 tahun lalu,Varian: Hijau
Bartyasmarten,"respon seller cepat, produk berfungsi baik",Lebih dari 1 tahun lalu,Varian: Hijau
Shafiyyah,baru sadar ga ada katup di embernya😅 tp bagus barangnya dan pengirimannya juga cepat.. makasih kaak..,Lebih dari 1 tahun lalu,Varian: Hijau
Shafiyyah,baru sadar ga ada katup di embernya😅 tp bagus barangnya dan pengirimannya juga cepat.. makasih kaak..,Lebih dari 1 tahun lalu,Varian: Beige
Shafiyyah,"sanggahan bawahnya ga ada yg ini. tp gak tau juga part yg ga ada buat apa😅 pesen kemarin, hari ini udah sampe.. makasih kaak..",Lebih dari 1 tahun lalu,Varian: Hijau
Julmarwan,gerakan mengepel beraih,Lebih dari 1 tahun lalu,Varian: Hijau
Huang,so far dicoba keluar masukin di wadahnya lancar dan aman. semoga awet.,Lebih dari 1 tahun lalu,Varian: Hijau
V***y,embernya kecil serta lobang utk memasukkan kain pel utk perasan sempit sulit masuk,Lebih dari 1 tahun lalu,Varian: Hijau
I***n,"- Kain pel nya cuma dapat 2 ya?padahal diinfokan dapat free 2, sedangkan dapatnya 2, seharus dapat 3 - tidak ada lubang pembuangan air, Jadi tidak otomatis, - agak Susah... ",Lebih dari 1 tahun lalu,Varian: Beige
a***y,terima kasih,Lebih dari 1 tahun lalu,Varian: Beige
Fauziah,ok,Lebih dari 1 tahun lalu,Varian: Hijau
Titis,Modelnya bagus. adminnya fast response dan jelasan gmn cara pakenya. terima kasih,Lebih dari 1 tahun lalu,Varian: Beige
K***i,kain nya susah di peras dari ember,Lebih dari 1 tahun lalu,Varian: Beige
Lorenza,Barangnya bagus.... Pengirimannya cepat.,Lebih dari 1 tahun lalu,Varian: Beige
Wibie,"walaupun ada kurang barang,tp pelayanan & tanggapanya sangat baik,,,barang yg kurang sgera d kirim & sdh keterima,tks",Lebih dari 1 tahun lalu,Varian: Hijau
wega,"barang ok, sudah dicoba bagus dan praktis..",Lebih dari 1 tahun lalu,Varian: Beige
Bang,Barang bagus. respon penjual cepat. Barang no KW. dipakai nyaman dan maksimal.,Lebih dari 1 tahun lalu,Varian: Beige
Ade,cepat sampai extra kain hanya1,Lebih dari 1 tahun lalu,Varian: Beige
Nany,Barang sesuai deskripsi,Lebih dari 1 tahun lalu,Varian: Hijau
Ghizelin,ok barangnya,Lebih dari 1 tahun lalu,Varian: Hijau
susanto,"packing rapih, respon penjual cepet trus ga lupa pengirimannya jg cepat",Lebih dari 1 tahun lalu,Varian: Hijau
Wiwi,Barangnya bagus packing rapi penggirimannya cepat juga,Lebih dari 1 tahun lalu,Varian: Hijau
Agustinus,"bagus dan mudah penggunaannya, sangat membantu",Lebih dari 1 tahun lalu,Varian: Beige
S***V,"kereeeeennnn.... barang sesuai deskripsi, ringan dan mudah digunakan.. meringankan beban saat hujan",Lebih dari 1 tahun lalu,Varian: Beige
R***a,"tidak sesuai dg fotonya, terlalu kecil",Lebih dari 1 tahun lalu,Varian: Beige
Veronica,"mantaafff ,,, sesuailah sm harga ,,, smg tmbh sukses yaa ,,,👍🤩",Lebih dari 1 tahun lalu,Varian: Beige
Sugiarti,"kiriman cepat, packing rapi",Lebih dari 1 tahun lalu,Varian: Hijau
zulfahnur,bagus sesuai dengan pesanan Terima kasih,Lebih dari 1 tahun lalu,Varian: Hijau
N***y,ok,Lebih dari 1 tahun lalu,Varian: Hijau
Jojon,"Barang Alhamdulillah sampai dengan selamat, dan langsung dicoba hasilnya lumayan memuaskan",Lebih dari 1 tahun lalu,Varian: Hijau
Hairil,,Lebih dari 1 tahun lalu,Varian: Hijau
S***a,,Lebih dari 1 tahun lalu,Varian: Hijau
A***g,"bagus, manfaat bgt",Lebih dari 1 tahun lalu,Varian: Hijau
D***i,lumayanlah sesuai harga..😊🙂,Lebih dari 1 tahun lalu,Varian: Hijau
Susianik,Ngepel jadi mudah,Lebih dari 1 tahun lalu,Varian: Beige
H***i,barang bagus dna berkualitas. tp syaang sepertinya ada baut yg tidak terkirim dlm kardusnya.,Lebih dari 1 tahun lalu,Varian: Hijau
Surya,"pengiriman cepat, barang sesuai deskripsi...",Lebih dari 1 tahun lalu,Varian: Hijau
T***a,mantulllllll,Lebih dari 1 tahun lalu,Varian: Beige
Budi,"bagus, cepet, pelayanan juga ramah,, barang sesuai harapan.. terimakasih",Lebih dari 1 tahun lalu,Varian: Hijau
Aura,surantappp,Lebih dari 1 tahun lalu,Varian: Beige
Pangala,gak efektif make pel modelan gini,Lebih dari 1 tahun lalu,Varian: Beige
S***i,barang ok banget sangat bermanfaat tapi knapa baut buat kaki gak ada yah.,Lebih dari 1 tahun lalu,Varian: Hijau
B***y,ok,Lebih dari 1 tahun lalu,Varian: Hijau
Mamun,barang diterima sangat cepat,Lebih dari 1 tahun lalu,Varian: Hijau
S***i,jelek banget gak bs di pke dngn paik,Lebih dari 1 tahun lalu,Varian: Hijau
Aldrich,Berfungsi dengan baik pelnya. smoga awet,Lebih dari 1 tahun lalu,Varian: Hijau
Novi,"mantab, tepat waktu, thankyou!",Lebih dari 1 tahun lalu,Varian: Hijau
Brendha,Bagus sesuai dengan pesanan,Lebih dari 1 tahun lalu,Varian: Hijau
won,penjual proaktif untuk mengirimkan gagangnya langsung ( setelah dikirim bukti otentik pada saat unboxing ). terima kasih.,Lebih dari 1 tahun lalu,Varian: Beige
riska,sudah keterima.. kemasan rapi.. terimakasih..👍,Lebih dari 1 tahun lalu,Varian: Beige
Noire,"packaging bagus, cepat sampai, barang kualitas bagus.",Lebih dari 1 tahun lalu,Varian: Beige
dadang,Ember terbagi dua utk bilas dan keringkan...,Lebih dari 1 tahun lalu,Varian: Hijau
yahya,"Pengen maki maki aja rasanya, barang ada pecahan, lecet gak karuan. gara2 WIB WIB an ini jadi buru2 jadi klak klik, gpp lah buat sedekah.",Lebih dari 1 tahun lalu,Varian: Hijau
Nyoman,tidak ada lubang pembuangan air...,Lebih dari 1 tahun lalu,Varian: Hijau
F***y,cukup baguuus,Lebih dari 1 tahun lalu,Varian: Hijau
Hermansyah,barang ok,Lebih dari 1 tahun lalu,Varian: Hijau
budiman,Pesanan sesuai.....recommended.....,Lebih dari 1 tahun lalu,Varian: Hijau
aden,"untuk harga setelah diskon,, lumayan",Lebih dari 1 tahun lalu,Varian: Hijau
Herman,barang sudah terima sesuai pesanan Cepat responnya . Dalam waktu 1 hr sudah terima.,Lebih dari 1 tahun lalu,Varian: Beige
Syurayya,Mantullllll...,Lebih dari 1 tahun lalu,Varian: Hijau
S***i,"kualitas barangnya bagus, mudah2an awet",Lebih dari 1 tahun lalu,Varian: Beige
T***v,ember terlalu kecil,Lebih dari 1 tahun lalu,Varian: Hijau
J***a,bagus..,Lebih dari 1 tahun lalu,Varian: Beige
Y***y,"sudah dirakit, sudah dipasang, sudah dicoba masukin ke bucket. belum dicoba sapu pel aja. bagus barangnya.",Lebih dari 1 tahun lalu,Varian: Beige
Idham,Mantaaaaaaaaab,Lebih dari 1 tahun lalu,Varian: Hijau
I***i,produk sesuai deskripsi dan berfungsi sebagaimana mestinya 👍🏻 Terimakasih 🙏,Lebih dari 1 tahun lalu,Varian: Beige
Aditya,sangat bermanfaat. bisa untuk kering dan basah. lantai bersih.,Lebih dari 1 tahun lalu,Varian: Beige
Irin,pengiriman cepat bahan sesuai dengan harga terimakasih😊🙏🏻,Lebih dari 1 tahun lalu,Varian: Hijau
Purnamawati,kualitas barang tdk baģus.,Lebih dari 1 tahun lalu,Varian: Hijau
D***s,kainnya terlalu besar,Lebih dari 1 tahun lalu,Varian: Hijau
m***a,barang bagus.,Lebih dari 1 tahun lalu,Varian: Beige
LOUISE,😁tak pikir ember nya gede,Lebih dari 1 tahun lalu,Varian: Hijau
Almira,Barang bagus dan juga cepat smpai,Lebih dari 1 tahun lalu,Varian: Beige
Daryuni,barang sampai dgn aman,Lebih dari 1 tahun lalu,Varian: Hijau
G***a,"maaf baru kasih review nya hari ini,semua nya baguss produk baguss kualitas bagusss sukaaa semuaaa🙏🙏🙂 recomended bangettt toko nyaa sukses selalu ya kaak",Lebih dari 1 tahun lalu,Varian: Hijau
A***f,Lumayan meskipun lubang pengering terlalu kecil jd gak bisa dipake😜😜.. tapi dgn harga segitu worth it lah😅,Lebih dari 1 tahun lalu,Varian: Beige
D***n,"Alhamdulillah, barang sudah sampai, kondisi barang bagus",Lebih dari 1 tahun lalu,Varian: Hijau
V***y,puas dgn perjalanan sllu d pantau,Lebih dari 1 tahun lalu,Varian: Hijau
Arif,sempurna,Lebih dari 1 tahun lalu,Varian: Hijau
Muhamad,,Lebih dari 1 tahun lalu,Varian: Hijau
Demeellzha,,Lebih dari 1 tahun lalu,Varian: Beige
Chandra,,Lebih dari 1 tahun lalu,Varian: Hijau
M***a,"bagus, berfungsi baik",Lebih dari 1 tahun lalu,Varian: Beige
timbul,secepat kilattttt,Lebih dari 1 tahun lalu,Varian: Hijau
Evita,Kereeeeen!!!! Jadi seneng ngepel deh,Lebih dari 1 tahun lalu,Varian: Hijau
J***s,barangnya ada yg cacat dan tempat lubang dry nya tidak bisa masuk,Lebih dari 1 tahun lalu,Varian: Hijau
yori,proses pengiriman cepat..barangnya enak dan gampang buat ngepel..skrg ngga repot lagi..recomended..tq seller,Lebih dari 1 tahun lalu,Varian: Hijau
agung,barang nya bagus dah bekerja dengan baik,Lebih dari 1 tahun lalu,Varian: Hijau
Johanes,barangnya baik. Trims,Lebih dari 1 tahun lalu,Varian: Beige
M***w,kecil mungil cocok buat apartemen... tp lobang dry nya gak muat jd gabisa dipake.... lobang wash nya ud cukup buat meras.. pengiriman cepat . Kualitas plastik ringkih...... ,Lebih dari 1 tahun lalu,Varian: Hijau
Rico,produk ini keren sangat membantu,Lebih dari 1 tahun lalu,Varian: Hijau
A***u,"Mudah""an cucok mehong ya....",Lebih dari 1 tahun lalu,Varian: Beige
i***e,ga praktis gan..ga bisa meres sendiri..nyangkut,Lebih dari 1 tahun lalu,Varian: Hijau
Joeliany,sering lepas kainnya saat masuk ke sisi dry,Lebih dari 1 tahun lalu,Varian: Beige
A***e,Barang bagus real picture.. Pesen 2 tp baru cek 1😁😁 pengiriman telat 1 hari tp g masalah krn udh langganan,Lebih dari 1 tahun lalu,Varian: Hijau
L***a,Barangnya tidak sesuai. Kain pelnya tidak bisa diperes sampai kering.,Lebih dari 1 tahun lalu,Varian: Hijau
Ika,kecil ternyata ya,Lebih dari 1 tahun lalu,Varian: Hijau
Tri,barang ok dan berfungsi dengan baik,Lebih dari 1 tahun lalu,Varian: Hijau
S***n,Sdh Repeat Order. Lantai Bersih. Ukuran Bak Pel nya Pas. Penampilan Elegant. Cocok utk di Apartmen.,Lebih dari 1 tahun lalu,Varian: Hijau
y***y,"diskonnya besarrrr bangetttt, kereennnn barangnya juga udh smpe dengan selamattt",Lebih dari 1 tahun lalu,Varian: Hijau
adie,"bagus dan gampang di gunakan, harga bersahabat....top pokoknya 👍👍",Lebih dari 1 tahun lalu,Varian: Hijau
Ganioth,Barang sampai tdk lama kondisi ok Terimakasih,Lebih dari 1 tahun lalu,Varian: Beige
Miao,kurang kering perasnya,Lebih dari 1 tahun lalu,Varian: Hijau
A***h,"barang sampai tanpa ada kerusakan, trimakasih dan sukses selalu",Lebih dari 1 tahun lalu,Varian: Beige
Darul,1 sisi nya tidak ada perekat nya jd kain pel nya nge gulung klo di masukan susah,Lebih dari 1 tahun lalu,Varian: Beige
A***a,"Pas nyampe ada yang patah hmm , harga mencerminkan kualitas, gapapa lah yang penting bisa ngepel",Lebih dari 1 tahun lalu,Varian: Hijau
Phin,Produknya bgus hanya kekurangan pas proses krmnya,Lebih dari 1 tahun lalu,Varian: Hijau
B***e,Barang berfungsi dengan baik dan tidak ada kerusakan . Terima kasih Min. Sukses selalu,Lebih dari 1 tahun lalu,Varian: Hijau
Yuda,bagus dan suka pengiriman cepat,Lebih dari 1 tahun lalu,Varian: Hijau
AJUHRAN,kurirnya lama,Lebih dari 1 tahun lalu,Varian: Hijau
Dewi,"ngepel jadi gampang, lumayan sih kualitas nya",Lebih dari 1 tahun lalu,Varian: Hijau
Susanto,sesuai ekspektasi,Lebih dari 1 tahun lalu,Varian: Hijau
Khaerul,Barangnya jelek kayak mainan,Lebih dari 1 tahun lalu,Varian: Hijau
Yuni,ok,Lebih dari 1 tahun lalu,Varian: Hijau
KHATIjah,paketanya udah sampai barangnya sesuai dngan pesanan pas dengan d foto sangat cepat kulirnya baik ramah makasih kulir seneng q belanja d toko ini 👍👍👍👍,Lebih dari 1 tahun lalu,Varian: Hijau
nanik,sudah datang paket xa.. dan barang sesuai dgn pesanan. makasih toko pedia,Lebih dari 1 tahun lalu,Varian: Hijau
Robet,berfungsi dengan baik walau agak kecil.pengiriman aman cepat,Lebih dari 1 tahun lalu,Varian: Beige
